Customer_ID,Age,Income,Loan_Amount,Credit_Score,Loan_Term,Default_Status
CUST2329,41,47178,482341,366,48,Yes
CUST2330,40,136343,276111,394,36,Yes
CUST2331,35,147175,739756,896,12,No
CUST2332,36,120147,158381,449,12,Yes
CUST2333,47,48844,311602,342,36,Yes
CUST2334,26,103904,529362,831,48,No
CUST2335,45,46197,280871,780,36,No
CUST2336,29,25655,245754,419,48,Yes
CUST2337,33,64278,308057,869,36,No
CUST2338,50,87891,187282,558,36,Yes
CUST2339,29,74906,544005,782,48,No
CUST2340,29,117584,545367,822,60,No
CUST2341,30,104335,368586,526,12,Yes
CUST2342,28,145976,177381,628,24,No
CUST2343,32,115569,293339,648,36,Yes
CUST2344,39,105765,83374,495,36,No
CUST2345,58,88285,604146,552,36,Yes
CUST2346,29,149156,703256,692,12,Yes
CUST2347,60,38467,362799,487,12,Yes
CUST2348,29,69413,628221,479,36,No
CUST2349,29,135504,417982,637,36,Yes
CUST2350,55,20858,385027,771,60,Yes
CUST2351,58,147720,623198,483,60,Yes
CUST2352,51,137833,671432,728,24,No
CUST2353,54,30485,171015,660,36,No
CUST2354,22,88477,100595,802,48,No
CUST2355,46,50750,438159,808,36,No
CUST2356,45,86404,766813,769,12,No
CUST2357,52,86467,358272,654,36,No
CUST2358,24,88083,688832,817,24,No
CUST2359,34,129507,608284,477,60,Yes
CUST2360,41,124821,633438,524,12,Yes
CUST2361,47,73508,773358,476,48,No
CUST2362,50,74584,584900,786,12,No
CUST2363,37,146658,527243,669,12,No
CUST2364,47,40483,630016,617,24,No
CUST2365,22,39874,641626,433,60,No
CUST2366,60,47335,329872,900,60,Yes
CUST2367,23,25827,308315,454,12,No
CUST2368,32,82571,469048,398,60,Yes
CUST2369,43,55636,724865,795,48,No
CUST2370,60,137655,464481,446,36,Yes
CUST2371,22,114805,698389,386,24,Yes
CUST2372,60,101256,125497,688,12,No
CUST2373,36,60675,323242,434,60,Yes
CUST2374,26,62215,381002,573,48,Yes
CUST2375,33,99998,421508,727,24,No
CUST2376,42,47218,220924,654,48,Yes
CUST2377,43,23974,197366,777,60,No
CUST2378,51,144774,358870,459,36,No
CUST2379,41,91292,748708,812,36,No
CUST2380,41,102144,108329,895,36,Yes
CUST2381,21,83351,170799,349,24,Yes
CUST2382,45,39450,406239,363,24,Yes
CUST2383,31,48250,321727,559,36,No
CUST2384,45,116671,296199,605,60,No
CUST2385,57,92772,66652,487,24,Yes
CUST2386,22,81190,479113,399,60,Yes
CUST2387,55,143485,154785,856,60,No
CUST2388,54,35611,177956,856,24,No
CUST2389,37,142420,100147,693,12,Yes
CUST2390,23,133409,413571,595,48,Yes
CUST2391,27,120673,648348,342,48,Yes
CUST2392,52,55475,386228,602,60,Yes
CUST2393,37,20024,324709,521,24,Yes
CUST2394,54,58783,780360,310,12,No
CUST2395,25,106282,500404,674,24,No
CUST2396,30,122988,101910,638,48,Yes
CUST2397,32,66301,748152,636,12,Yes
CUST2398,28,60492,538477,326,60,Yes
CUST2399,48,117366,492658,561,36,Yes
CUST2400,37,56285,334423,750,36,No
CUST2401,32,147768,749850,847,24,No
CUST2402,31,49270,296902,420,24,Yes
CUST2403,50,39219,220936,853,24,No
CUST2404,53,22978,666706,335,12,No
CUST2405,24,88841,625625,491,12,Yes
CUST2406,56,64318,104499,767,12,No
CUST2407,29,140790,182747,719,24,Yes
CUST2408,43,20651,604422,492,48,No
CUST2409,25,76760,694223,803,12,No
CUST2410,40,53649,378963,789,24,No
CUST2411,52,42186,702056,547,24,Yes
CUST2412,21,38977,349020,383,60,No
CUST2413,29,87466,699211,555,36,No
CUST2414,46,83176,118731,443,60,Yes
CUST2415,23,96947,94925,889,48,Yes
CUST2416,34,110463,197748,897,36,No
CUST2417,48,146477,560133,388,60,No
CUST2418,58,128165,130765,460,36,Yes
CUST2419,21,87334,348570,714,48,No
CUST2420,54,125878,574539,486,48,Yes
CUST2421,45,91179,236718,793,24,No
CUST2422,24,34772,488466,776,12,No
CUST2423,54,121693,273991,544,48,Yes
CUST2424,33,86644,58274,396,36,Yes
CUST2425,59,68410,793441,320,36,Yes
CUST2426,46,29336,403103,710,48,No
CUST2427,31,99201,170386,496,48,Yes
CUST2428,55,112227,787607,796,36,No
CUST2429,31,110477,264510,321,24,No
CUST2430,39,147865,640168,529,24,No
CUST2431,23,36615,260505,613,48,No
CUST2432,60,26037,190327,489,48,No
CUST2433,27,92517,358870,428,36,Yes
CUST2434,55,70873,515794,845,24,No
CUST2435,32,61452,244522,821,60,No
CUST2436,37,51271,457085,554,48,Yes
CUST2437,51,45762,445051,606,36,No
CUST2438,23,133708,673605,535,24,No
CUST2439,42,145579,595292,311,36,Yes
CUST2440,46,27885,387703,753,12,No
CUST2441,34,82709,379106,300,24,Yes
CUST2442,48,128750,732926,526,24,Yes
CUST2443,35,120494,63033,545,36,Yes
CUST2444,47,99025,130089,886,48,No
CUST2445,42,144774,173106,809,12,No
CUST2446,39,113689,581126,735,48,No
CUST2447,46,99134,300819,467,12,Yes
CUST2448,30,54899,417492,660,24,No
CUST2449,29,54459,337352,508,12,Yes
CUST2450,28,83359,105633,629,36,No
CUST2451,26,68300,466471,501,48,Yes
CUST2452,35,68478,507663,648,12,No
CUST2453,52,54956,750223,717,24,No
CUST2454,28,107133,420682,538,24,Yes
CUST2455,34,141675,542635,323,12,No
CUST2456,22,74520,770396,353,36,Yes
CUST2457,40,32428,567731,829,36,No
CUST2458,43,68420,411741,303,36,Yes
CUST2459,23,89240,294272,705,12,No
CUST2460,48,33878,781258,604,12,No
CUST2461,22,112356,205972,838,24,No
CUST2462,47,57578,109009,843,48,No
CUST2463,42,70499,196309,900,48,No
CUST2464,25,84184,670428,602,24,Yes
CUST2465,58,48468,179448,853,48,No
CUST2466,42,21838,672119,356,12,Yes
CUST2467,57,40043,540365,592,36,Yes
CUST2468,45,54739,799144,319,36,Yes
CUST2469,21,103347,52584,880,36,No
CUST2470,28,84790,526854,749,60,Yes
CUST2471,24,148227,626283,753,36,No
CUST2472,40,137354,218761,449,24,Yes
CUST2473,46,103225,289085,445,24,No
CUST2474,51,147056,309012,895,60,No
CUST2475,37,77778,474771,612,36,Yes
CUST2476,33,92772,294690,743,48,No
CUST2477,44,116365,351843,393,36,Yes
CUST2478,25,83288,588901,893,48,No
CUST2479,43,51306,569935,708,36,No
CUST2480,25,116785,123791,448,24,No
CUST2481,30,94302,171507,883,24,Yes
CUST2482,47,82424,100771,398,60,No
CUST2483,47,49202,540262,489,60,No
CUST2484,49,99168,578229,448,48,No
CUST2485,32,52198,626764,663,12,No
CUST2486,43,21495,782174,610,48,Yes
CUST2487,26,94073,742169,635,48,Yes
CUST2488,46,59544,327993,449,48,No
CUST2489,51,26448,543314,503,36,Yes
CUST2490,23,68942,626637,804,60,No
CUST2491,55,116346,717774,885,60,Yes
CUST2492,37,82047,643236,743,48,Yes
CUST2493,46,71142,728469,340,48,Yes
CUST2494,51,117158,750719,767,24,No
CUST2495,22,92809,571653,584,60,Yes
CUST2496,56,57859,764250,821,60,No
CUST2497,22,118025,242650,728,48,No
CUST2498,21,63729,479242,351,12,Yes
CUST2499,53,128839,599911,852,24,No
CUST2500,44,54976,413952,486,48,No
CUST2501,38,78727,326902,455,48,Yes
CUST2502,25,88859,593869,887,12,No
CUST2503,21,25179,517398,542,12,Yes
CUST2504,35,67490,461175,542,24,Yes
CUST2505,48,50638,491646,870,60,No
CUST2506,57,88688,368399,899,36,No
CUST2507,57,106347,639071,460,60,Yes
CUST2508,37,108218,341052,671,48,No
CUST2509,22,76029,579587,868,36,No
CUST2510,33,132604,712463,515,48,Yes
CUST2511,45,125293,105654,844,48,No
CUST2512,22,107999,740217,313,36,No
CUST2513,21,48931,315823,841,12,No
CUST2514,43,144690,771616,480,60,No
CUST2515,22,60406,110971,537,60,Yes
CUST2516,38,105929,624128,853,24,No
CUST2517,30,70957,765056,577,60,No
CUST2518,37,37988,270321,630,48,No
CUST2519,59,121628,120788,792,60,No
CUST2520,42,32040,86783,656,24,No
CUST2521,44,111575,462226,678,60,No
CUST2522,58,41866,316164,611,48,No
CUST2523,54,129952,90276,456,60,Yes
CUST2524,53,136618,346597,800,12,No
CUST2525,31,140943,657557,550,12,No
CUST2526,44,29886,447707,330,48,No
CUST2527,28,84698,595303,397,36,Yes
CUST2528,27,124434,327208,761,60,No
CUST2529,54,76443,215410,686,12,No
CUST2530,43,113059,481906,542,12,No
CUST2531,22,49427,499312,727,48,No
CUST2532,43,119201,274597,483,36,No
CUST2533,32,74642,97703,325,60,No
CUST2534,31,94052,394787,857,12,No
CUST2535,51,62702,124844,420,24,Yes
CUST2536,22,40494,216078,751,48,No
CUST2537,33,81330,666095,694,12,No
CUST2538,47,42188,388456,725,24,Yes
CUST2539,39,80941,507059,876,24,No
CUST2540,41,53997,141990,785,36,No
CUST2541,50,102484,737364,335,24,Yes
CUST2542,29,38463,268475,538,60,Yes
CUST2543,21,59686,75564,671,36,Yes
CUST2544,56,51397,467283,789,24,No
CUST2545,35,47401,706569,452,48,Yes
CUST2546,21,31763,130864,718,48,No
CUST2547,30,141920,692269,784,12,No
CUST2548,24,115352,674121,306,24,Yes
CUST2549,49,109992,246093,870,48,Yes
CUST2550,42,55645,771974,763,12,No
CUST2551,58,65641,453072,782,48,No
CUST2552,55,33697,629582,435,36,No
CUST2553,56,90423,753483,467,36,Yes
CUST2554,38,129838,116926,645,48,No
CUST2555,53,64779,112445,644,48,Yes
CUST2556,38,112502,307684,750,60,No
CUST2557,52,149329,100721,522,48,Yes
CUST2558,53,51628,398251,496,60,Yes
CUST2559,58,148249,682464,551,48,Yes
CUST2560,32,145430,404723,535,24,Yes
CUST2561,38,86197,266098,896,60,No
CUST2562,53,23686,662961,477,36,Yes
CUST2563,27,63001,438275,485,12,Yes
CUST2564,34,140514,577797,540,60,Yes
CUST2565,48,69320,315769,588,60,Yes
CUST2566,55,132620,659624,447,48,No
CUST2567,42,50916,206135,816,12,No
CUST2568,36,126300,444019,589,60,Yes
CUST2569,55,26806,211392,453,48,No
CUST2570,59,44430,556999,621,60,No
CUST2571,30,54474,407703,780,60,No
CUST2572,39,142226,722129,432,24,Yes
CUST2573,21,41461,331809,709,24,No
CUST2574,43,111740,443172,398,36,Yes
CUST2575,43,68657,791075,398,60,No
CUST2576,48,138741,516868,537,48,Yes
CUST2577,21,134794,300256,615,48,No
CUST2578,24,146911,214061,801,36,Yes
CUST2579,59,79895,326674,818,48,No
CUST2580,21,147261,157634,505,36,Yes
CUST2581,42,41737,352844,880,12,No
CUST2582,36,132551,170593,760,36,Yes
CUST2583,29,26097,555244,652,48,No
CUST2584,49,24876,264900,529,36,Yes
CUST2585,26,99663,393148,812,12,Yes
CUST2586,26,93034,443621,732,48,No
CUST2587,38,26736,747949,329,48,Yes
CUST2588,28,55761,257630,312,12,Yes
CUST2589,25,67684,64584,565,60,Yes
CUST2590,37,20365,502448,518,12,No
CUST2591,42,51062,290354,417,24,No
CUST2592,50,137523,468803,613,60,No
CUST2593,49,33065,626054,439,24,Yes
CUST2594,60,149046,128230,347,36,Yes
CUST2595,53,60570,264850,304,36,Yes
CUST2596,45,149082,598358,794,60,No
CUST2597,23,134045,275799,629,36,Yes
CUST2598,60,68678,493498,538,48,Yes
CUST2599,52,143702,759476,453,36,No
CUST2600,54,47852,317001,872,12,No
CUST2601,59,30258,735110,754,12,No
CUST2602,54,148960,449450,679,60,No
CUST2603,21,39048,249113,693,24,No
CUST2604,52,143927,297225,371,36,Yes
CUST2605,53,32760,672485,449,48,No
CUST2606,60,30253,593010,724,24,No
CUST2607,44,91465,597610,377,60,Yes
CUST2608,54,40609,768146,336,24,Yes
CUST2609,28,106069,331232,689,24,Yes
CUST2610,48,74158,750147,648,48,No
CUST2611,36,128537,309497,434,24,Yes
CUST2612,23,59028,127378,713,24,Yes
CUST2613,52,99370,443033,555,12,Yes
CUST2614,34,60547,611647,653,48,No
CUST2615,26,80259,369732,843,36,No
CUST2616,48,61864,50700,317,24,Yes
CUST2617,60,82705,675350,587,12,Yes
CUST2618,57,52453,133573,536,60,Yes
CUST2619,41,149501,547427,499,12,No
CUST2620,38,45006,191942,858,60,No
CUST2621,21,135433,310605,510,48,Yes
CUST2622,59,140261,218280,805,12,No
CUST2623,43,106436,467745,405,36,Yes
CUST2624,43,104250,771287,722,36,No
CUST2625,30,63634,94199,362,60,No
CUST2626,25,30289,778462,783,60,Yes
CUST2627,46,64268,554527,337,24,Yes
CUST2628,48,125751,654086,521,12,No
CUST2629,44,72876,725090,516,24,No
CUST2630,25,125043,350057,486,48,Yes
CUST2631,28,45477,292302,530,36,Yes
CUST2632,45,88643,771947,474,60,No
CUST2633,34,71884,531510,382,12,Yes
CUST2634,24,75443,90600,512,24,Yes
CUST2635,60,119148,438497,370,12,No
CUST2636,52,68141,293010,517,36,Yes
CUST2637,54,53823,700891,476,24,Yes
CUST2638,60,104701,192514,744,60,No
CUST2639,36,118220,728741,555,12,Yes
CUST2640,57,137836,456308,560,12,Yes
CUST2641,33,147074,718412,719,12,No
CUST2642,35,79174,569850,896,36,Yes
CUST2643,24,72540,529183,849,12,No
CUST2644,59,54604,666304,769,36,No
CUST2645,24,136345,694570,825,36,No
CUST2646,44,109351,270873,728,24,No
CUST2647,36,123805,236149,703,12,No
CUST2648,59,77517,357527,698,48,No
CUST2649,40,119328,345546,466,12,No
CUST2650,27,60096,288395,358,12,Yes
CUST2651,41,66112,725731,486,24,No
CUST2652,27,91707,387832,418,12,Yes
CUST2653,46,81539,726107,353,60,No
CUST2654,47,146096,296900,485,60,Yes
CUST2655,29,115567,697249,568,24,No
CUST2656,45,140576,406584,569,60,Yes
CUST2657,47,60427,449440,676,12,No
CUST2658,36,76807,500902,412,48,Yes
CUST2659,36,110863,666524,819,12,No
CUST2660,41,61769,259541,644,60,No
CUST2661,22,117842,369539,805,60,No
CUST2662,43,51880,560118,408,36,No
CUST2663,41,143920,328366,382,60,Yes
CUST2664,60,98723,183489,342,36,Yes
CUST2665,30,50081,651267,868,48,Yes
CUST2666,59,102075,521670,364,36,Yes
CUST2667,43,42893,731372,856,12,No
CUST2668,28,95963,95426,566,60,Yes
CUST2669,42,91696,113453,331,12,Yes
CUST2670,29,65951,145604,537,36,Yes
CUST2671,45,87042,114687,682,12,No
CUST2672,42,93833,580793,696,12,No
CUST2673,35,100418,513971,802,60,No
CUST2674,23,69655,531894,384,24,No
CUST2675,25,106446,677846,593,36,Yes
CUST2676,23,65959,285801,513,48,No
CUST2677,42,63374,161706,829,48,No
CUST2678,59,91127,410207,843,24,No
CUST2679,60,51657,517070,636,36,No
CUST2680,28,147705,625233,613,48,No
CUST2681,32,30470,421896,361,60,No
CUST2682,47,72929,554078,381,48,No
CUST2683,54,148372,684030,330,12,Yes
CUST2684,33,140478,731702,729,60,No
CUST2685,42,146044,305726,524,60,Yes
CUST2686,45,73368,759748,831,36,No
CUST2687,21,49856,417728,398,12,Yes
CUST2688,48,39266,472799,378,12,Yes
CUST2689,37,126685,527490,559,48,No
CUST2690,30,46226,149992,855,12,No
CUST2691,26,93398,98402,510,60,Yes
CUST2692,35,55434,473926,610,12,Yes
CUST2693,40,147619,312142,779,48,No
CUST2694,57,81826,258588,795,36,No
CUST2695,45,41068,442121,615,60,Yes
CUST2696,49,69348,594939,388,60,No
CUST2697,52,134858,324192,569,60,No
CUST2698,37,68137,694105,802,24,No
CUST2699,27,136958,714833,870,12,Yes
CUST2700,48,148460,115730,717,60,No
CUST2701,40,58933,553616,489,60,No
CUST2702,56,134079,487184,641,24,No
CUST2703,42,96641,434449,860,48,No
CUST2704,49,64599,698489,593,12,Yes
CUST2705,36,134608,294745,829,36,No
CUST2706,21,84818,643319,783,48,No
CUST2707,28,97923,95005,862,12,No
CUST2708,48,126197,709215,649,24,No
CUST2709,28,33459,134725,309,48,Yes
CUST2710,54,24788,84019,649,24,Yes
CUST2711,36,30696,740649,505,60,Yes
CUST2712,43,104544,158272,332,24,No
CUST2713,36,50861,302716,727,48,No
CUST2714,57,107155,703470,368,24,Yes
CUST2715,56,109374,308498,686,24,No
CUST2716,46,95585,735750,656,60,No
CUST2717,51,48289,93616,518,48,No
CUST2718,36,141978,80190,339,36,Yes
CUST2719,35,134635,701705,866,24,Yes
CUST2720,24,39239,371503,344,24,Yes
CUST2721,43,126486,488508,485,12,Yes
CUST2722,24,118221,342778,565,48,Yes
CUST2723,47,46389,303390,803,12,No
CUST2724,55,20179,96230,518,36,Yes
CUST2725,30,67135,724106,846,12,No
CUST2726,33,67689,242012,605,12,No
CUST2727,23,125021,352562,616,48,No
CUST2728,60,142221,561822,740,24,No
CUST2729,41,66191,464882,665,60,No
CUST2730,35,29999,383514,790,24,No
CUST2731,56,70984,478965,421,24,Yes
CUST2732,34,24808,748168,605,24,No
CUST2733,52,98539,174065,373,48,Yes
CUST2734,26,114703,383922,494,12,Yes
CUST2735,22,52261,693410,425,36,Yes
CUST2736,38,49471,225836,370,48,Yes
CUST2737,37,38845,94508,605,60,No
CUST2738,22,60217,229586,419,12,Yes
CUST2739,41,82185,638372,889,48,No
CUST2740,56,81467,255977,372,60,No
CUST2741,31,85299,269568,541,48,Yes
CUST2742,42,49440,164541,668,12,No
CUST2743,31,144566,488282,364,12,No
CUST2744,26,52853,663986,460,24,Yes
CUST2745,29,125601,147050,883,36,No
CUST2746,59,94460,446294,682,24,Yes
CUST2747,40,130917,646036,449,24,Yes
CUST2748,54,77295,700035,816,60,No
CUST2749,37,86826,739408,407,36,Yes
CUST2750,44,144551,698618,688,60,Yes
CUST2751,46,130446,386615,816,24,No
CUST2752,35,93583,528035,499,48,Yes
CUST2753,21,104586,759378,766,24,No
CUST2754,32,23294,762468,471,36,No
CUST2755,53,25524,771917,878,60,No
CUST2756,25,28174,486648,593,48,Yes
CUST2757,58,114580,96318,873,36,No
CUST2758,48,67429,742221,611,12,No
CUST2759,47,51870,184516,500,48,Yes
CUST2760,25,136804,134314,893,36,Yes
CUST2761,46,132975,247138,643,60,No
CUST2762,21,53890,559819,815,12,No
CUST2763,21,69671,250743,532,24,Yes
CUST2764,24,121718,92705,723,48,No
CUST2765,34,107487,347245,577,36,No
CUST2766,55,36514,548780,783,36,No
CUST2767,22,94086,442709,408,36,Yes
CUST2768,36,97613,726152,810,24,No
CUST2769,35,39570,651401,793,48,No
CUST2770,42,90743,785781,562,24,Yes
CUST2771,23,31427,740707,699,36,No
CUST2772,55,27599,104397,754,24,No
CUST2773,57,106845,264684,312,36,Yes
CUST2774,33,58433,617511,557,60,No
CUST2775,44,124833,110296,325,60,Yes
CUST2776,33,21926,671991,803,24,Yes
CUST2777,24,60564,601094,335,24,Yes
CUST2778,46,21172,259193,587,24,Yes
CUST2779,49,125324,280961,701,12,Yes
CUST2780,56,119132,374931,705,48,No
CUST2781,57,139532,491579,609,48,Yes
CUST2782,25,127802,55680,547,60,Yes
CUST2783,43,107896,255616,550,24,No
CUST2784,45,68916,638387,323,24,Yes
CUST2785,55,82529,200453,632,12,Yes
CUST2786,52,39243,250969,454,24,Yes
CUST2787,57,111735,181654,677,12,No
CUST2788,22,100713,123419,682,48,Yes
CUST2789,27,129105,770633,622,36,No
CUST2790,57,43522,738047,683,12,No
CUST2791,57,73367,341985,887,24,Yes
CUST2792,47,48572,116653,831,36,No
CUST2793,38,25576,639162,662,24,No
CUST2794,25,47972,785589,573,12,Yes
CUST2795,51,145136,710422,413,24,Yes
CUST2796,25,57813,721670,399,24,No
CUST2797,48,63772,470140,600,36,Yes
CUST2798,56,132614,601687,322,48,No
CUST2799,23,123162,503540,770,12,No
CUST2800,37,24693,446659,764,12,No
CUST2801,22,141976,777192,393,12,Yes
CUST2802,30,93648,418305,430,12,Yes
CUST2803,40,113480,765611,854,36,No
CUST2804,43,88609,670717,608,36,No
CUST2805,38,125505,54158,863,12,No
CUST2806,34,63657,758867,695,60,No
CUST2807,41,117819,153447,725,36,No
CUST2808,49,52752,67272,496,48,Yes
CUST2809,45,134639,121368,608,60,Yes
CUST2810,60,71894,746855,442,48,Yes
CUST2811,25,21252,259938,881,60,Yes
CUST2812,47,133903,357987,675,36,No
CUST2813,52,83900,128611,594,24,Yes
CUST2814,44,146633,795818,376,24,Yes
CUST2815,44,29162,558987,705,48,Yes
CUST2816,50,79533,578972,506,36,Yes
CUST2817,38,33156,313890,883,24,No
CUST2818,27,94816,344694,836,48,No
CUST2819,38,143018,410516,419,12,Yes
CUST2820,39,148666,636310,624,48,No
CUST2821,27,31373,769118,620,24,No
CUST2822,49,80818,717225,613,60,No
CUST2823,43,90091,593739,326,12,No
CUST2824,52,110501,555131,371,12,No
CUST2825,50,46374,660668,389,12,No
CUST2826,46,91227,732460,798,36,No
CUST2827,27,114631,771568,316,12,Yes
CUST2828,31,128081,721105,635,48,Yes
CUST2829,45,25725,187526,676,36,No
CUST2830,58,93749,227836,474,24,No
CUST2831,60,106838,353189,387,12,Yes
CUST2832,34,92390,696502,878,48,No
CUST2833,32,83893,155345,307,36,No
CUST2834,22,78661,522213,660,36,Yes
CUST2835,57,47892,603596,876,60,No
CUST2836,39,110084,302552,819,36,No
CUST2837,38,149241,123024,674,48,Yes
CUST2838,38,51472,596587,418,48,No
CUST2839,53,30142,150452,302,60,Yes
CUST2840,54,105878,712855,849,36,No
CUST2841,48,128471,379272,712,24,No
CUST2842,31,135956,51541,629,12,Yes
CUST2843,60,105281,150175,593,48,Yes
CUST2844,29,27448,366188,821,48,No
CUST2845,36,79780,745693,607,60,No
CUST2846,23,97774,329240,672,48,No
CUST2847,30,98998,127092,402,24,Yes
CUST2848,28,70375,488917,416,12,Yes
CUST2849,21,110565,327119,729,48,No
CUST2850,30,106264,91138,358,12,Yes
CUST2851,49,111299,110057,624,36,No
CUST2852,33,130568,403818,405,60,Yes
CUST2853,35,46725,709769,527,60,No
CUST2854,50,122716,547796,356,36,Yes
CUST2855,45,28892,69574,795,12,No
CUST2856,52,135618,788166,615,12,No
CUST2857,56,100278,510479,717,60,No
CUST2858,34,139555,383709,809,60,No
CUST2859,27,82958,651382,861,24,No
CUST2860,40,126328,601901,387,60,Yes
CUST2861,48,124087,741757,332,24,Yes
CUST2862,53,139084,507886,633,12,No
CUST2863,32,47916,333086,657,36,No
CUST2864,42,81591,139717,390,36,No
CUST2865,51,140225,278276,856,24,No
CUST2866,33,50246,109601,747,24,No
CUST2867,29,138349,741822,585,12,Yes
CUST2868,25,42226,186558,750,60,No
CUST2869,41,133497,225501,411,24,Yes
CUST2870,25,53746,355509,600,36,Yes
CUST2871,48,144447,172097,365,36,Yes
CUST2872,47,127560,254942,705,24,Yes
CUST2873,23,78460,586276,513,24,No
CUST2874,45,112701,437106,896,60,No
CUST2875,26,29699,603119,883,36,No
CUST2876,49,49190,517584,853,36,No
CUST2877,33,100838,471481,671,12,No
CUST2878,56,128427,523106,351,48,No
CUST2879,45,42372,580908,537,24,No
CUST2880,60,104178,753086,562,36,Yes
CUST2881,39,95922,239533,590,36,Yes
CUST2882,45,39079,462194,820,48,Yes
CUST2883,49,102475,168381,711,12,No
CUST2884,43,112561,263829,494,36,Yes
CUST2885,55,120840,233858,559,60,Yes
CUST2886,34,125451,157325,685,36,No
CUST2887,37,120941,279415,638,48,Yes
CUST2888,53,145277,97225,553,48,No
CUST2889,57,29630,753901,515,60,Yes
CUST2890,60,126422,465071,304,60,Yes
CUST2891,47,66270,432035,801,48,No
CUST2892,21,140526,69797,579,36,Yes
CUST2893,37,38077,511390,561,24,No
CUST2894,27,23998,443441,386,12,Yes
CUST2895,28,141569,289922,305,60,Yes
CUST2896,46,79111,329580,742,60,No
CUST2897,21,129221,359026,510,24,No
CUST2898,52,147670,653531,381,36,Yes
CUST2899,40,120719,778305,857,48,No
CUST2900,32,99762,738004,703,48,No
CUST2901,50,54138,625517,884,24,Yes
CUST2902,34,89465,724408,384,24,No
CUST2903,35,29303,422528,663,48,Yes
CUST2904,56,35480,535953,615,60,No
CUST2905,31,51242,223338,739,48,No
CUST2906,48,122860,421306,306,48,Yes
CUST2907,47,101221,400725,698,12,Yes
CUST2908,27,59151,581039,422,36,No
CUST2909,35,142695,571100,825,60,No
CUST2910,26,51316,779467,566,12,Yes
CUST2911,43,48913,70936,742,12,No
CUST2912,59,140788,469607,715,24,No
CUST2913,32,75828,320065,637,36,No
CUST2914,53,62927,184067,503,60,No
CUST2915,43,138302,182895,412,12,Yes
CUST2916,56,109509,677516,613,48,Yes
CUST2917,27,77421,110600,549,12,Yes
CUST2918,40,144895,685182,717,24,No
CUST2919,31,120764,403618,704,12,No
CUST2920,39,71524,626932,599,24,Yes
CUST2921,49,106735,303107,851,36,No
CUST2922,32,96043,565883,344,24,Yes
CUST2923,54,133772,508739,574,36,Yes
CUST2924,52,77053,649084,846,12,No
CUST2925,55,133930,680597,334,36,Yes
CUST2926,47,83313,500358,440,60,Yes
CUST2927,44,34745,687827,649,36,Yes
CUST2928,45,51963,781401,866,24,No
CUST2929,38,131492,158650,363,24,Yes
CUST2930,43,58096,122073,565,60,Yes
CUST2931,23,142669,188669,307,24,Yes
CUST2932,35,76788,399331,876,24,Yes
CUST2933,34,22923,239727,687,48,No
CUST2934,44,117959,170771,436,12,No
CUST2935,23,32685,778425,778,12,No
CUST2936,44,88864,174229,352,36,No
CUST2937,57,135431,266887,635,36,Yes
CUST2938,58,75938,556260,707,60,No
CUST2939,52,43911,137409,898,48,No
CUST2940,48,22340,778425,337,24,Yes
CUST2941,55,23964,283867,758,24,No
CUST2942,34,103725,305393,702,12,No
CUST2943,60,130117,430237,627,48,No
CUST2944,44,103791,369813,626,12,Yes
CUST2945,37,64885,223275,442,24,No
CUST2946,58,58228,463717,417,24,No
CUST2947,56,74412,170146,510,48,Yes
CUST2948,59,141501,52481,316,36,Yes
CUST2949,24,61267,504261,745,48,No
CUST2950,37,128240,797358,374,60,Yes
CUST2951,48,41111,345971,371,36,Yes
CUST2952,59,49661,314828,369,12,Yes
CUST2953,24,110893,303971,624,60,Yes
CUST2954,45,29923,719457,681,12,No
CUST2955,39,84151,722615,892,48,No
CUST2956,39,143287,652656,795,24,Yes
CUST2957,58,105205,707168,617,60,Yes
CUST2958,22,27203,731305,591,36,Yes
CUST2959,51,84700,318545,389,36,Yes
CUST2960,43,149037,70827,400,36,Yes
CUST2961,25,130187,617539,507,36,Yes
CUST2962,29,145477,652534,790,12,Yes
CUST2963,52,85634,460918,630,24,Yes
CUST2964,38,127975,524344,432,48,No
CUST2965,58,135389,222347,506,24,Yes
CUST2966,58,111485,298317,354,36,Yes
CUST2967,45,125725,770858,751,60,No
CUST2968,23,28012,143287,697,12,Yes
CUST2969,48,122812,249078,428,48,No
CUST2970,30,115017,296666,685,60,No
CUST2971,34,70122,111817,530,48,Yes
CUST2972,22,21752,793841,809,24,No
CUST2973,57,47942,486610,771,12,Yes
CUST2974,57,96251,613611,801,48,No
CUST2975,37,53133,122405,414,36,Yes
CUST2976,34,55288,714934,364,24,No
CUST2977,32,51165,76836,439,48,Yes
CUST2978,29,88794,735533,711,24,No
CUST2979,26,21052,301432,808,60,No
CUST2980,38,147601,749966,895,60,No
CUST2981,35,97156,229690,441,12,Yes
CUST2982,47,62355,722139,867,36,No
CUST2983,39,70230,624110,583,36,Yes
CUST2984,52,24134,55568,663,48,No
CUST2985,60,99565,777154,796,36,No
CUST2986,30,96672,57652,355,48,Yes
CUST2987,21,106374,122547,844,12,No
CUST2988,25,129059,246217,476,24,Yes
CUST2989,43,138996,84738,458,60,No
CUST2990,60,24379,508714,534,24,No
CUST2991,36,73824,593162,494,60,Yes
CUST2992,54,73324,186382,637,24,No
CUST2993,51,112838,167709,545,48,Yes
CUST2994,59,149066,498763,557,36,Yes
CUST2995,41,123445,277970,396,24,Yes
